CGscore_indel_gene_count_2	ExAC_zScore_pLI	ExAC_zScore_indel	min_D_Frequency	gene_count	HI_DDDperc_haploinsufficient_gene_count	morbidGene_count
0	2	1.8265513064118701	-1.0	71	2	4
0	0	-10.0	0.0	0	0	0
0	1	0.735134954759992	-1.0	2	0	0
0	0	-0.00272190900027315	-1.0	1	0	0
0	1	-10.0	0.00134508	1	0	0
0	3	0.752759501597442	-1.0	23	7	3
0	0	-10.0	0.0	0	0	0
0	0	-10.0	0.02291335	3	0	0
0	0	-10.0	0.0	0	0	0
0	0	-2.62354415217069	-1.0	1	0	0
1	7	2.37448020126227	-1.0	58	5	11
0	0	-10.0	0.00086012	2	0	0
0	0	-10.0	0.0	0	0	0
0	0	-10.0	0.01479561	9	0	0
0	0	-10.0	0.0	0	0	0
0	0	-10.0	0.01478307	29	0	0
0	0	-10.0	0.0	0	0	0
1	7	1.5704201395977802	-1.0	55	12	8
0	0	0.584413299731105	-1.0	1	1	1
0	0	0.167425574438931	-1.0	1	0	0
0	0	0.44589193096506796	0.00010212	1	1	0
1	1	-10.0	-1.0	6	0	1
0	0	-10.0	0.0	0	0	0
0	0	-10.0	-1.0	1	0	0
0	0	-10.0	0.0	0	0	0
0	0	-2.62354415217069	0.00154627	1	0	0
0	9	1.29231994213647	-1.0	152	4	18
0	0	0.482069767594062	-1.0	1	1	0
0	0	-10.0	0.0	0	0	0
0	1	0.9880167666717208	-1.0	1	1	1
1	3	1.02593120295503	-1.0	11	2	3
0	0	-10.0	-1.0	4	0	0
0	0	-0.807902299547855	0.0	69	0	0
0	1	0.582266960045058	-1.0	7	0	1
0	0	1.31614220601568	0.00024009999999999998	1	0	0
0	0	-10.0	0.0	0	0	0
0	0	-10.0	0.0	0	0	0
1	1	-10.0	-1.0	32	0	2
0	0	-10.0	0.0	0	0	0
0	0	-0.152278688104069	-1.0	1	0	0
0	0	-10.0	-1.0	1	0	0
0	0	-10.0	0.0	0	0	0
0	3	2.01955342896384	-1.0	16	1	0
0	0	-10.0	0.0	0	0	0
3	17	1.5704201395977802	-1.0	125	24	21
0	0	-10.0	0.02848518	1	0	0
0	0	1.1152080053173201	-1.0	2	0	1
0	0	-10.0	0.0	0	0	0
0	0	-10.0	0.0007485	1	0	0
0	0	-0.298719116804348	-1.0	1	0	0
0	0	0.4454162364602	-1.0	3	0	0
0	0	-10.0	0.01478307	21	0	0
1	9	1.32849163577931	-1.0	54	8	13
0	0	-10.0	-1.0	1	0	0
0	4	0.7793492881408249	-1.0	47	0	6
0	0	-10.0	-1.0	1	0	0
0	0	-10.0	0.0	0	0	0
1	6	1.46758601139507	-1.0	71	6	11
0	0	-10.0	-1.0	1	0	0
1	4	1.07012699797617	-1.0	26	1	3
0	8	1.6397752008291495	-1.0	89	4	7
0	0	0.584413299731105	-1.0	1	1	1
0	0	-10.0	0.00022662	1	0	0
0	0	-10.0	0.0	0	0	0
0	0	-10.0	-1.0	1	0	0
0	0	-10.0	0.0	0	0	0
0	14	1.4317630465713105	-1.0	195	4	7
0	0	-10.0	0.0	0	0	0
0	0	0.503847239078992	-1.0	1	0	1
0	0	-10.0	0.02484833	2	0	2
0	6	1.0812680574299998	-1.0	94	0	11
0	1	0.90373360497361	-1.0	12	0	2
0	1	1.0948516640947699	-1.0	13	1	1
0	2	0.8328035701780792	-1.0	6	0	0
0	0	-10.0	0.00072786	1	0	0
0	0	-10.0	0.0	0	0	0
0	0	-10.0	0.0	0	0	0
1	11	1.14892983567138	-1.0	101	5	9
0	0	-10.0	-1.0	1	0	0
0	0	-10.0	0.00781841	1	0	0
0	0	-10.0	0.0	0	0	0
0	0	0.29149886917631296	-1.0	1	0	0
0	0	0.7073382436634371	-1.0	1	0	0
1	4	1.07012699797617	-1.0	8	1	1
0	0	-10.0	0.0	0	0	0
0	1	0.55095540357229	0.00359628	1	1	0
1	2	1.99563169699579	-1.0	14	2	2
0	0	-2.62354415217069	0.0	1	0	0
1	3	0.188704531318703	-1.0	91	1	5
0	0	0.355806239641631	-1.0	1	0	0
0	15	1.08397183145715	-1.0	122	4	20
0	0	-10.0	0.004922999999999999	4	0	0
0	0	-0.838310663096818	-1.0	1	0	0
0	0	-2.62354415217069	0.0014312	1	0	1
0	0	-10.0	0.09458298	1	0	0
0	0	-10.0	0.0	0	0	0
0	0	-10.0	0.0	0	0	0
0	0	-2.62354415217069	0.0	33	0	0
0	0	-10.0	0.0	0	0	0
0	0	0.9880167666717208	0.0	123	0	0
1	5	-2.46581011772843	-1.0	49	4	5
0	0	-10.0	0.0	0	0	0
0	0	-0.5672889823066279	-1.0	18	0	3
1	2	1.2436537566261399	-1.0	12	0	2
2	20	1.63859821585862	-1.0	172	8	19
0	0	-10.0	0.0	0	0	0
0	0	-10.0	0.00661504	3	0	0
0	1	0.620217079797061	-1.0	1	0	0
0	0	-0.807902299547855	-1.0	15	1	4
1	1	-10.0	-1.0	6	0	1
0	0	0.592474883395494	-1.0	4	0	0
0	0	0.9880167666717208	0.0	117	0	0
1	10	1.53927862132312	-1.0	129	7	13
1	0	-10.0	0.0464025	1	1	1
0	0	-10.0	0.00594085	1	0	0
0	8	1.08397183145715	-1.0	83	2	17
0	0	-10.0	0.0	0	0	0
1	17	1.31888126588995	-1.0	115	2	12
0	0	0.6104356517938371	-1.0	1	0	0
0	8	1.16939789852667	-1.0	40	2	6
0	0	-10.0	-1.0	1	0	0
0	0	-2.00368621056646	0.00015318	1	0	0
0	0	-10.0	0.00283265	1	0	1
1	7	0.9880167666717208	-1.0	135	2	10
0	0	-10.0	0.0	0	0	0
0	0	0.795171877296212	-1.0	1	0	0
0	0	-10.0	0.0	0	0	0
1	6	0.9880167666717208	-1.0	123	2	9
0	0	-10.0	0.0	0	0	0
0	1	-0.6087804885618929	-1.0	1	0	0
0	0	-10.0	0.0	0	0	0
0	0	0.366253393734663	-1.0	2	0	0
1	6	0.9880167666717208	-1.0	114	2	9
0	0	1.29231994213647	0.00035847	1	0	0
0	0	-2.62354415217069	0.0	28	0	0
0	2	1.4317630465713105	-1.0	24	1	1
0	0	-10.0	0.0	0	0	0
0	0	-10.0	0.0	0	0	0
0	0	-10.0	0.01721541	2	0	0
0	0	-10.0	0.20833333	1	0	0
0	1	-0.29970111579289	0.02205882	1	0	1
0	0	-10.0	0.0	0	0	0
0	0	-1.4371688988848799	-1.0	1	0	0
0	0	-10.0	0.002977	1	0	0
0	0	-10.0	0.00014535	1	0	0
0	0	-10.0	0.0	0	0	0
50	100	-10.0	-1.0	602	36	91
0	10	1.42984751071446	-1.0	113	3	9
0	1	0.149612838884155	0.02083897	1	1	0
0	1	1.02593120295503	-1.0	4	1	2
0	0	-1.45210785086891	-1.0	1	0	1
0	0	0.0318068245958667	-1.0	1	0	0
0	0	0.5359916325681819	-1.0	5	0	0
1	1	-0.6433234301924511	-1.0	1	1	1
0	0	0.213787302498357	-1.0	1	0	1
0	0	1.21515665128451	-1.0	2	0	0
0	0	-10.0	0.00073979	2	0	1
0	0	-10.0	-1.0	4	0	0
47	93	-10.0	-1.0	447	20	82
0	0	-10.0	-1.0	1	0	0
0	0	-10.0	0.00018462	1	0	0
0	0	-10.0	0.00126873	3	0	0
0	1	0.545296990646531	-1.0	5	0	1
0	8	1.0325839777816102	-1.0	94	4	8
0	0	-10.0	0.0	4	0	0
0	0	-2.62354415217069	0.0006968	3	0	1
0	0	-10.0	0.0	0	0	0
2	3	0.565795517229451	-1.0	9	5	2
1	1	-0.0656499860581845	0.00019329	2	1	1
1	5	-0.221339959840222	-1.0	33	4	3
0	0	0.56479108503472	0.0	46	0	0
15	28	-10.0	-1.0	209	6	33
1	8	1.7524427125723099	-1.0	141	3	10
0	1	0.8024041488564999	0.00083642	1	0	1
0	0	-2.04254487413586	0.0001742	5	0	1
0	0	0.947656455538837	0.03084416	1	0	0
0	0	0.128988414385341	-1.0	17	0	0
0	0	-2.0377469962726997	-1.0	4	0	0
0	0	-10.0	0.00711354	1	0	0
0	0	-10.0	0.11828872	1	0	0
0	0	1.17216140767721	0.22297696	1	0	0
0	0	-10.0	0.0	0	0	0
0	0	0.563947177367305	-1.0	1	1	1
0	0	-10.0	0.0	0	0	0
0	0	-10.0	0.00471884	5	0	1
0	0	-10.0	0.00032892	6	0	0
0	1	1.28008098953073	-1.0	24	2	3
0	0	-10.0	0.0	0	0	0
1	7	2.37448020126227	-1.0	54	5	11
0	0	-2.62354415217069	0.00024009999999999998	1	0	1
0	1	-2.62354415217069	0.00141003	1	1	0
0	0	-10.0	-1.0	10	0	0
0	0	-10.0	0.0	0	0	0
0	0	-10.0	0.0	0	0	0
0	0	-1.7090717102035902	-1.0	1	0	1
0	0	-10.0	0.00132135	2	0	0
0	0	-10.0	0.04148506	1	0	0
0	0	-10.0	0.0	0	0	0
0	1	-0.0325787847763708	-1.0	7	0	0
0	0	-10.0	0.0	0	0	0
0	0	-10.0	-1.0	1	0	0
1	1	-0.14021437819245405	-1.0	3	2	1
1	6	1.7720140434745801	-1.0	30	1	2
0	0	-10.0	0.0	0	0	0
0	0	0.31708331568229103	-1.0	1	0	0
0	0	1.12442410314677	0.0004779	2	0	0
0	0	0.0392190539171371	-1.0	5	1	0
0	0	0.9538785061191468	-1.0	3	0	0
0	0	-10.0	-1.0	1	1	0
0	0	-10.0	0.0	0	0	0
0	0	-0.137362448609435	-1.0	15	0	0
1	1	0.163113245512124	0.00083642	1	0	1
0	0	-10.0	0.0	0	0	0
0	0	0.9572697582628108	-1.0	3	0	0
0	5	1.6363365176736298	-1.0	39	1	4
0	1	1.24447787758637	-1.0	35	2	5
0	1	-10.0	-1.0	1	0	1
0	0	1.29231994213647	-1.0	1	0	0
0	1	-0.49625807064196603	-1.0	1	1	0
0	0	0.132502713159561	0.00047795	1	0	0
0	0	-10.0	-1.0	25	0	0
0	8	1.03523039938074	-1.0	81	15	12
0	0	-10.0	0.00058383	1	0	1
1	11	1.14892983567138	-1.0	102	5	9
0	0	-10.0	0.0	0	0	0
0	1	0.389701953598594	-1.0	14	1	2
0	0	-10.0	0.00568289	4	0	0
0	1	1.1239635918713602	-1.0	1	0	1
0	0	-10.0	-1.0	1	0	0
0	0	1.1152080053173201	0.00059744	1	0	1
0	9	1.26769227657204	-1.0	57	5	9
2	11	1.1921848661719099	-1.0	56	10	6
0	5	1.5720124439617198	-1.0	42	2	7
1	16	2.3202856627003703	-1.0	110	4	11
0	0	-10.0	0.00960298	1	0	0
1	5	1.71133135251341	-1.0	51	2	4
1	10	2.37448020126227	-1.0	69	9	14
0	1	0.3378384383324869	-1.0	1	0	0
0	0	-0.246593908057665	-1.0	1	0	0
0	0	-10.0	0.02741297	1	0	0
1	2	0.819894698846229	-1.0	18	3	7
1	5	1.7720140434745801	-1.0	28	1	1
0	0	-10.0	-1.0	8	0	0
0	0	-10.0	0.00143386	1	0	0
0	16	1.55562103478883	-1.0	159	12	19
0	0	0.46827802225424103	-1.0	1	0	0
8	8	-10.0	-1.0	47	4	11
3	14	1.41338495639277	-1.0	125	5	20
0	0	0.5359916325681819	-1.0	1	0	0
0	1	0.314969964593792	0.00047795	1	0	0
0	0	0.136284758177561	-1.0	1	0	0
1	1	-0.0656499860581845	0.00019329	2	1	1
0	0	0.141006497426746	0.00215983	1	0	0
0	4	1.87629661378854	-1.0	66	2	9
0	1	0.56479108503472	-1.0	22	0	1
0	1	0.531941746945191	-1.0	2	1	1
0	10	1.2476110370621898	-1.0	107	3	10
0	0	-2.62354415217069	-1.0	1	0	0
0	0	-10.0	0.00058383	1	0	1
0	1	0.323760165210542	0.00977712	4	0	1
0	9	1.60716808785769	-1.0	123	7	12
0	0	-0.47068625631900296	-1.0	1	0	1
0	0	-0.501317881956034	0.0064154	1	0	0
0	0	-10.0	0.0	0	0	0
0	0	-10.0	-1.0	2	0	0
0	0	-10.0	0.00032979	2	0	1
0	0	-10.0	0.00014535	1	0	0
0	4	1.7251395123869395	-1.0	17	2	4
0	0	0.106786858916974	0.01361437	1	0	0
0	0	-2.62354415217069	-1.0	1	0	1
0	0	2.2308552628235296	-1.0	2	0	0
0	0	-0.400930820784492	-1.0	1	0	0
0	4	0.7793492881408249	-1.0	51	0	6
1	5	1.50401679034019	-1.0	50	0	6
0	0	0.476945018997123	-1.0	1	0	0
0	0	-10.0	0.0	0	0	0
1	13	1.43890900636931	-1.0	88	2	10
0	0	-10.0	0.00022662	1	0	0
0	0	-10.0	0.00131437	1	0	0
0	0	-10.0	-1.0	1	0	1
0	0	-10.0	0.00182373	1	0	0
0	0	1.08031657614542	-1.0	1	0	1
0	0	-0.556383618713713	-1.0	1	0	0
0	0	-2.07610754716009	-1.0	1	0	1
0	0	-10.0	0.0	0	0	0
0	4	0.762763298652388	-1.0	79	0	9
0	0	-10.0	0.0	0	0	0
0	0	-10.0	0.0	0	0	0
1	3	-2.43368646987224	-1.0	12	0	4
0	0	0.17796331887288	-1.0	1	0	1
0	1	-2.62354415217069	0.00024180000000000002	13	1	2
0	1	0.459129830528346	-1.0	1	0	0
0	0	0.620856763255662	-1.0	1	0	0
1	2	1.99563169699579	-1.0	13	2	2
0	0	-10.0	0.0	0	0	0
0	1	-10.0	-1.0	2	0	1
0	1	0.243888056535067	-1.0	5	0	2
42	90	-10.0	-1.0	542	31	78
3	23	1.02879269617358	-1.0	217	16	19
0	0	-10.0	0.01294637	1	0	0
0	0	-10.0	0.0	0	0	0
0	0	-10.0	0.0	1	0	0
0	8	1.9840027555410904	-1.0	75	5	7
0	0	-10.0	-1.0	1	0	0
0	1	1.38114389149599	-1.0	2	0	0
0	0	-10.0	0.048447199999999996	1	0	0
1	1	-10.0	-1.0	1	1	1
0	0	-10.0	-1.0	2	0	0
1	6	0.9880167666717208	-1.0	128	2	9
1	1	0.999587534149417	-1.0	2	1	1
1	15	1.90950025629624	-1.0	157	5	17
0	0	-0.0672591593714552	-1.0	8	0	0
1	2	0.0655189174797646	-1.0	17	2	3
0	0	-10.0	-1.0	27	0	0
2	9	1.3035119827160901	-1.0	141	2	13
1	1	1.2484348136326298	-1.0	1	1	1
0	3	1.04439189654375	-1.0	32	1	2
0	0	-0.6787226891637161	0.07954545	2	0	0
0	0	-10.0	0.00036924	1	0	0
0	0	-10.0	0.0	0	0	0
0	0	0.43617147170538895	-1.0	50	0	6
0	0	-10.0	-1.0	2	0	0
0	0	0.0700864075986751	-1.0	1	0	0
0	0	1.64890224754677	-1.0	1	0	0
0	0	-1.34355859053871	0.04878049	1	0	0
0	0	-10.0	0.0	0	0	0
0	0	-10.0	0.0	0	0	0
0	0	-10.0	0.03375207	2	0	0
1	1	-0.0656499860581845	0.00019329	2	1	1
0	0	-10.0	0.01116427	1	0	0
0	0	-10.0	0.00960298	1	0	0
2	11	1.93084738537485	-1.0	110	3	10
0	0	-1.11146890858499	-1.0	1	0	0
0	0	0.8830115715388841	-1.0	2	0	0
1	0	-1.54945003137674	-1.0	1	0	0
0	0	-2.4664593823122596	0.00462008	1	0	1
0	0	-10.0	-1.0	2	0	0
0	0	-10.0	0.0	0	0	0
0	0	-10.0	-1.0	1	0	0
0	0	-10.0	0.0	0	0	0
1	1	-0.949172238522553	-1.0	1	1	1
0	0	-2.62354415217069	0.00038673	3	0	1
0	0	-10.0	0.0	0	0	0
1	1	1.0995686310708501	-1.0	36	2	4
1	4	3.02431022082542	-1.0	70	4	5
1	1	0.25473035075343	-1.0	1	1	1
0	1	0.610959797672354	-1.0	1	0	0
0	1	0.8356824977626022	-1.0	14	0	1
0	0	-1.7902424100369798	0.00113071	1	0	0
0	0	-2.2479030145021	0.02485966	1	0	0
0	0	-10.0	0.0	0	0	0
0	0	-10.0	0.00119489	1	0	0
0	0	-10.0	0.0	0	0	0
0	0	-10.0	0.0	0	0	0
1	9	1.31888126588995	-1.0	44	0	9
1	12	1.34904047938425	-1.0	117	1	17
1	1	-10.0	0.04282116	1	1	1
0	0	-1.4371688988848799	0.00362516	1	0	0
1	2	0.819894698846229	-1.0	14	2	5
0	2	1.0874542482876401	-1.0	25	0	1
1	5	0.152818946874673	-1.0	82	5	11
1	1	-10.0	-1.0	3	1	1
0	0	-2.62354415217069	-1.0	3	0	0
0	1	-0.532334084828335	-1.0	8	1	1
0	9	1.09262371566292	-1.0	71	2	6
0	2	1.0874542482876401	-1.0	26	0	1
0	1	-0.4111154119864261	-1.0	1	0	0
0	1	0.545296990646531	-1.0	5	0	1
1	2	1.17748517777928	-1.0	40	2	6
1	1	-10.0	-1.0	6	0	1
1	1	-10.0	-1.0	11	0	2
0	0	1.7720140434745801	0.0	30	0	0
0	0	-0.33691276698647904	-1.0	1	0	0
1	1	0.12274555693618801	-1.0	2	2	2
1	11	0.444476334476984	-1.0	75	0	9
0	6	1.3035119827160901	-1.0	87	1	8
0	0	-10.0	0.0	0	0	0
0	4	1.2134796297016102	-1.0	61	7	7
0	0	-10.0	0.0	0	0	0
0	0	-10.0	0.0109152	1	0	0
1	1	-1.9039857445555202	-1.0	3	0	1
0	1	0.39063002520074397	0.01840325	1	0	0
0	4	0.7793492881408249	-1.0	32	0	5
0	0	-10.0	0.0	0	0	0
0	0	-10.0	0.0	0	0	0
1	2	0.360811372735911	-1.0	11	0	3
0	0	-10.0	0.0	0	0	0
0	0	-10.0	0.0	0	0	0
0	2	1.30518759974948	-1.0	66	2	6
0	1	0.934181886951315	-1.0	1	1	1
0	0	-10.0	0.02484833	1	0	1
0	1	0.301332630690917	0.00083642	1	0	1
0	4	-1.72971111424726	-1.0	47	2	6
1	8	1.48526943273778	-1.0	42	4	7
1	6	0.9880167666717208	-1.0	117	2	9
2	9	1.3959086465130601	-1.0	57	4	12
0	0	1.18990246399774	0.25093222	1	1	1
0	0	-10.0	0.0	0	0	0
0	1	0.0431424491195098	-1.0	1	0	1
0	0	-10.0	0.0	0	0	0
0	5	0.243888056535067	-1.0	30	1	7
0	0	-0.807902299547855	0.0	80	0	0
0	0	-10.0	0.0	0	0	0
1	1	-10.0	-1.0	2	1	0
0	0	0.0662420012125209	-1.0	1	0	0
0	0	0.0615004044100535	-1.0	1	0	0
1	0	-10.0	-1.0	5	0	2
0	0	-10.0	-1.0	1	1	1
2	12	1.4204167167899902	-1.0	114	5	20
0	0	-0.165929155371147	-1.0	2	0	2
0	0	-10.0	0.0	0	0	0
1	5	0.9880167666717208	-1.0	121	2	7
1	4	1.31362076083773	-1.0	42	4	4
0	0	-2.62354415217069	-1.0	1	0	0
0	0	-10.0	0.0	0	0	0
0	13	1.26888924944212	-1.0	146	3	15
0	1	-1.8847970302736599	-1.0	1	0	0
0	0	0.234291874195305	-1.0	1	0	0
0	0	-10.0	0.00414138	3	0	0
0	0	-10.0	-1.0	3	0	0
0	0	0.19319843415716886	0.00063291	2	0	0
0	0	0.341659164305674	0.05439783	1	0	0
0	0	-10.0	0.00923799	12	0	1
0	0	-10.0	0.0	0	0	0
0	0	-0.95418434262616	0.00059809	1	0	0
0	1	0.56479108503472	-1.0	84	1	2
0	0	1.13378803553115	0.0	20	0	0
0	0	-10.0	-1.0	1	0	0
0	0	-10.0	0.12589413	2	0	0
0	1	0.4931941422991379	-1.0	3	1	2
1	1	-10.0	-1.0	1	0	1
0	0	-10.0	0.0	0	0	0
0	0	-10.0	0.00053691	1	0	0
0	0	-0.7030800290832759	-1.0	1	0	1
0	0	-10.0	0.0	0	0	0
0	0	1.29231994213647	-1.0	1	0	0
0	0	-10.0	-1.0	1	0	0
0	0	-10.0	-1.0	1	0	0
0	0	-10.0	0.0	0	0	0
0	1	-2.62354415217069	0.00024180000000000002	21	1	2
0	0	-10.0	0.0	0	0	0
0	0	-10.0	0.00266882	15	0	0
1	1	0.25473035075343	-1.0	1	1	1
1	14	1.30299495697354	-1.0	144	1	20
1	8	2.13007280603285	-1.0	77	2	11
0	6	1.32849163577931	-1.0	33	6	10
0	0	0.336509635342225	-1.0	1	1	0
2	8	1.1921848661719099	-1.0	32	8	5
1	0	-10.0	-1.0	1	1	1
0	0	-10.0	0.0	0	0	0
0	0	-10.0	0.00065958	5	0	0
0	0	-10.0	0.0	0	0	0
0	1	-2.29389280386687	-1.0	11	0	2
0	4	1.30518759974948	-1.0	83	3	8
0	1	0.588948906295089	-1.0	1	1	1
0	0	-2.2264648320967098	0.0	3	0	0
0	0	-10.0	0.00471884	5	0	1
1	6	1.7720140434745801	-1.0	29	1	2
0	5	1.4518001168050398	-1.0	31	4	1
0	0	0.09845663792536698	0.00036014	1	0	0
0	0	-10.0	0.00040632	11	0	0
0	0	-10.0	0.0	0	0	0
0	0	-10.0	0.01062673	3	0	0
0	0	-10.0	0.0	0	0	0
0	0	-10.0	0.10445909	1	0	0
0	0	-10.0	0.00177667	9	0	0
0	0	0.755198984961336	0.01582696	1	0	0
0	0	-2.62354415217069	-1.0	4	0	0
0	1	-0.97955345728053	-1.0	1	0	1
0	0	-10.0	0.0	0	0	0
0	0	-10.0	0.0236001	21	0	0
0	0	-10.0	-1.0	1	0	0
0	10	1.42984751071446	-1.0	104	3	9
1	6	1.33313409418845	-1.0	34	1	5
0	0	1.31290298350199	-1.0	1	1	0
0	0	-10.0	0.00726718	1	0	0
0	1	0.545296990646531	-1.0	5	0	1
0	0	-10.0	0.00984904	1	0	1
0	4	0.20079176691925305	-1.0	26	0	3
0	0	0.472180766283213	0.18302437	1	0	1
0	0	0.8489403046569929	-1.0	4	0	0
0	1	0.8932693952391461	0.02696221	1	1	1
0	0	-10.0	0.0	0	0	0
0	0	-10.0	0.03661625	1	0	0
0	0	-2.62354415217069	-1.0	1	0	0
0	0	-10.0	0.09198382	1	1	1
0	0	-0.0312641498024113	-1.0	2	0	0
0	0	-10.0	0.00026558	1	0	1
0	0	-10.0	0.00548888	1	0	0
0	0	-0.0189070479930998	-1.0	2	0	0
0	0	-10.0	-1.0	5	0	0
0	0	-10.0	-1.0	4	0	0
0	0	-10.0	0.0	0	0	0
1	3	1.4773479533645901	-1.0	17	2	1
0	0	-10.0	0.0	0	0	0
0	0	-2.07664790954157	-1.0	2	0	1
0	0	-2.2479030145021	0.00281457	3	0	1
0	0	-0.138221518141178	-1.0	1	0	0
0	0	-2.62354415217069	0.00107488	1	1	1
0	0	0.49403256764396997	-1.0	3	0	0
0	0	-10.0	0.0	0	0	0
1	6	0.78250549364935	-1.0	63	5	5
0	0	-1.44093892469431	-1.0	1	0	1
1	11	1.32849163577931	-1.0	63	8	13
0	0	-2.62354415217069	0.00082875	1	0	0
0	0	-1.65951371516996	-1.0	3	0	1
1	1	-0.0656499860581845	0.00019329	1	1	1
0	0	-2.62354415217069	0.00055869	12	0	1
0	0	-10.0	0.00083642	1	0	0
2	6	-0.5886240209393829	-1.0	26	3	1
0	0	-10.0	0.0	0	0	0
0	0	-10.0	0.00131437	1	0	0
1	0	-10.0	-1.0	1	0	1
1	1	0.359255275906952	-1.0	2	1	1
0	0	-10.0	0.0	0	0	0
0	0	-10.0	-1.0	2	0	0
0	0	-10.0	0.00032979	2	0	1
1	13	1.8360328522951999	-1.0	57	4	5
0	0	-10.0	0.0	0	0	0
0	0	-2.62354415217069	0.00014535	1	0	0
0	3	0.8956774250643059	-1.0	7	3	2
0	0	0.42031624326624395	-1.0	1	0	0
0	1	1.32773134649995	-1.0	2	0	0
0	6	0.0796823866230987	-1.0	51	1	4
0	0	-10.0	0.0	0	0	0
0	1	0.299812245071838	-1.0	1	0	0
0	0	-10.0	0.0	0	0	0
0	4	1.05131579737825	-1.0	61	0	6
0	0	0.8830115715388841	0.00143386	2	0	0
0	0	-10.0	0.01908141	5	0	0
0	5	1.7251395123869395	-1.0	30	3	4
0	0	-10.0	0.00016489	1	0	0
0	0	-10.0	0.0	0	0	0
0	0	-0.0239126908919146	-1.0	1	0	1
0	0	0.5681100194240589	0.017320699999999998	1	0	0
1	4	1.0995686310708501	-1.0	63	4	6
0	0	-10.0	0.11903189	1	0	0
0	0	0.9740506953324659	-1.0	1	1	0
0	5	1.00760183476016	-1.0	32	3	3
1	4	1.00350542884093	-1.0	47	0	7
1	5	-0.221339959840222	-1.0	35	4	3
0	4	1.05131579737825	-1.0	58	0	6
2	18	1.71133135251341	-1.0	171	3	22
0	1	-0.13716842432880302	-1.0	1	1	0
0	0	-10.0	-1.0	21	0	2
0	0	-10.0	0.0	0	0	0
1	2	1.08960221098989	-1.0	12	2	2
0	0	-10.0	0.00098814	8	0	0
0	10	0.7327405384946519	-1.0	126	5	12
1	6	0.864693464206234	-1.0	55	2	4
1	7	1.10692331271928	-1.0	53	3	7
0	1	1.1187236403236298	-1.0	1	0	0
0	0	-2.62354415217069	-1.0	1	0	0
0	0	-10.0	0.00097056	8	0	1
0	0	-10.0	-1.0	2	0	0
0	0	-0.33122850734508896	0.00094507	1	0	0
3	34	1.6536539801988301	-1.0	353	20	46
0	0	1.2058069459141298	0.08489123	1	0	0
0	0	-10.0	0.0	0	0	0
0	2	1.8265513064118701	-1.0	71	2	4
1	6	1.7720140434745801	-1.0	31	1	2
0	0	-0.0848145284785865	0.0010754000000000002	1	1	0
0	0	-10.0	0.0	0	0	0
1	1	-0.0656499860581845	-1.0	2	1	1
0	0	-10.0	0.00107143	7	0	0
0	0	0.9321553319096221	-1.0	1	0	0
0	0	-10.0	0.0	0	0	0
0	1	1.39452703668719	-1.0	1	0	1
0	1	0.6348168264209061	-1.0	1	1	0
